text,RESTAURANT#GENERAL,RESTAURANT#PRICES,RESTAURANT#MISCELLANEOUS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE&OPTIONS,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE&OPTIONS,AMBIENCE#GENERAL,SERVICE#GENERAL,LOCATION#GENERAL
"phần bò bitet giá , được miếng bự , bò ở đây ăn được , hơi cứng , không mềm nhưng sốt ngon , salad ăn kèm cũng ngon , mỗi phần được ổ bánh_mì cóc . ăn_vậy không có no lắm đâu . ai ăn mạnh phải phần như_vậy . không_gian quán bình_thường , nhân_viên phục_vụ nhiệt_tình . tb người giá",0,0,0,2,1,0,0,0,0,2,1,0
"phần bò thập_cẩm ở đây gồm có bò , trứng , pate , chút phô_mai . nhìn_chung , bò hơi mỏng , nêm nếp hơi nhạt , thiếu vị ngọt , pate mình cũng không thích lắm , khá thơm , ngon . mình biết là với giá đó thì mình không_thể đòi_hỏi hơn được , nhưng mà vậy thì mình thà bỏ thêm chút tiền ra bò né tô hiến thánh ăn , giá hơn chút , nhưng món ăn ngon hơn . không_gian chỗ này cũng khá lịch_sự , tuy_nhiên , nhân_viên thiếu chuyên_nghiệp , có khi phải chờ lâu , nói_chung về thái_độ phục_vụ mình không thích lắm .",0,0,0,1,2,0,0,0,0,1,3,0
"phần cơm khá rẻ , nhiều và ăn cũng ổn lắm , ăn xong cũng no ứ_hự luôn . ở đây có món da_gà nướng nữa nhưng có vẻ không được giòn cho lắm . không_gian không rộng lắm , khá thoáng , phục_vụ cũng nhanh , có chỗ giữ xe . một phần cơm giá giá nhé , trung_bình bạn đi ăn chi khoảng giá . credit nguyễn tấn tài",0,0,1,1,1,1,0,0,0,2,1,0
"phần cơm như hình giá . ngon , ăn no , canh và trà đá miễn_phí . gà ở đây ăn ngon . cơm mềm , nước_mắm lỏng lỏng sệt sệt đúng gu của mình . sẽ ghé ăn nữa . bà chủ để riêng tô tốp mỡ bên ngoài nên bạn nào muốn ăn thì kêu bà chủ bỏ thêm vô nha .",1,0,0,2,1,1,1,0,0,0,0,0
"phần gia_đình miếng gà , miếng nào cũng to ứ_hự lun , gà chiên giòn , lớp vỏ ngoài ráo dầu . thịt gà mềm , không bị khô , cắn vào nước gà chảy ra ngọt ngọt , ăn xong vẫn còn lưu lại vị thơm trong miệng đã lắm . khoai chiên cũng cực zòn , được phủ lá hương thảo khô và bột ca gì un , vừa cay nồng vừa thơm , ăn_không cũng đủ ngon roài , không nên chấm tương_vi không còn giữ nguyên_vị",0,0,0,0,1,1,0,0,0,0,0,0
"phần này là gồm trứng pate xúc_xích cá hộp . xúc_xích là loại xông khói nha . nước sốt vừa ăn xâm_xấp cả chảo . có máy nướng bánh_mì lại nữa , ăn cứ nghe ting ting cái máy kêu vui vui_tích cựctích cựctích cực chảo nhiều lắm , ăn phải ổ mới hết mà ổ là thấy ứ bụng rồi flushed face flushed face flushed face tính ra lợi hơn ăn ngon nhiều ok hand light skin tone",0,1,0,0,1,1,0,0,0,0,0,0
"phần này là lẩu nhỏ giá người ăn được nghen địa_chỉ trương công định , p . , q . tân bình ngoài_ra món mì xào hải_sản ngon lắm mà tui quên chụp hình rầu grining face with smiling eyes grining face with smiling eyes",0,0,0,2,1,0,0,0,0,0,0,2
"phần này nữa con , gà gì bé như chim_cút tích_cực ăn cũng khá chắc thịt , xôi làm dẻo dẻo cũng hay_hay",0,0,0,0,1,2,0,0,0,0,0,0
phần này trong menu ghi là giá cuốn nhưng đem ra sẽ cắt đôi thành cuốn như này nha . màu sợi phở từ rau củ nên không lo về độ an_toàn đâu . nem nướng thơm lắm luôn đó .,0,0,0,2,1,1,0,0,0,0,0,0
"phần như_vậy là gr thịt bò với dĩa phô_mai dĩa gồm miếng phô_mai lát và dĩa phô_mai mozarela cắt sợi đủ cho từ người ăn . bạn nào cuồng phô_mai như mình thì không_thể bỏ_qua món này nha . quán bán chuyên về bò nên còn có mấy món bò né , bò nướng , lẩu .",1,0,0,0,1,1,0,0,0,0,0,0
"phần nước lẩu cho thêm miễn_phí này ăn cũng ngon lắm . ai thích nướng thì nướng chứ mình cứ nhúng lẩu mà chiến . ăn đến lặc_lè luôn . giá lại rẻ , chắc sẽ cắm trại ở đây luôn quá .",1,0,0,1,1,0,0,0,0,0,0,0
"phần số nha . đương_nhiên là phải có trứng tích_cực pate , xúc_xích xông khói cắt lát , với thịt bò . pot of fod nước sốt hơi ngập vừa_miệng nên ăn_không bị khô với nghẹn , bò nhiêu hơn ngon , phải ăn ổ mới xong cái chảo tích cựctích cựctích cực ly nước xấu bên cạnh thì lần đầu mới uống nên chả hay ngon hay dở , nhưng mình thấy là vừa_miệng ak , hơi the the vui vui chả hiểu sao nó the flushed facetích cực mà hình_như pha hơi đậm nên uống đến hết ly mà vẫn ngọt vị sản_phẩm arkles sản_phẩm arkles sản_phẩm arkles sản_phẩm arkles giá cái chảo là nha còn ly nc là tag",0,0,0,2,1,1,2,1,0,0,0,0
"phần thập_cẩm_viên giá , viên há cảo mập thù_lù tích_cực thịt nhiều vừa ăn , ăn dĩa no tới mai , tới đây gọi trà đá chứ đừng gọi trà sữa nha , không ngon đâu .",0,0,0,2,1,1,0,3,0,0,0,0
"phần thập_cẩm giá siêu ngon gồm bún lá ép chặt , không bị chua đậu_hũ chiên béo , giòn , nóng thịt luộc mỏng vừa ăn chả cốm chiên nóng , thơm nem_chua rán giòn , dai rau , dưa_leo sạch_sẽ chén mắm_tôm có tắc , đường trên bàn tự pha nếu ăn khoẻ thì người ăn phần này là no . ăn yếu thì người phần hen có bán riêng các món ăn kèm nhưng mình ăn phần thập_cẩm no ứ_hự rồi nên không kêu thêm . mình tới tầm giờ mà quán khá đông . chuẩn_bị món hơi lâu , chắc là khách tới mới chiên đậu . bàn thấp nên ai chân dài lực_lưỡng hơi khó ngồi xíu , mà thôi ăn ngon là được person tiping hand quán có trên lầu nữa nhưng mình không lên . trà đá giá victory hand wc sạch_sẽ và wifi fre eyes",1,0,1,2,1,1,2,0,0,2,2,0
"phần thập_cẩm đem ra nhìn đầy_đặn và hấp_dẫn quá trời , có cục phô_mai là thích rồi . bò hơi ít và ướp chưa thấm lắm , xíu_mại và xúc_xích bình_thường , giá thì khá rẻ tầm giá phần thôi . menu còn nhiều món khác như cơm_chiên , mì ý , gỏi ngó sen . mức giá trung_bình . người",0,0,0,1,2,1,0,0,0,0,0,0
phần thập_cẩm nhiều lắm nè face blowing a kis,0,0,0,0,0,1,0,0,0,0,0,0
"phát_hiện được quán bánh_canh giá rẻ quá_xá ok luôn . mình gọi tô rẻ nhất là giá , bưng ra hơi bị chất kaka squinting face with tongue squinting face with tongue squinting face with tongue . tô có thịt heo , chả cua , chả đòn với huyết và trứng cút . giá rẻ nhưng đồ ăn ngon , không phải lèo_tèo đâu nha . nước_lèo rất đậm_đà và thơm . cái ngon nhất trong này là chả cua , thấy quán quảng_cáo là công_thức thất_truyền ở huế ak . quán ăn gia_đình , ai cũng nói giọng huế nghe thấy thương lắm , ngọt dễ sợ face blowing a kis face blowing a kis face blowing a kis .",0,0,0,1,1,1,0,0,0,0,1,0
"phát xỉu , râu bạch_tuộc bự chà_bá nhai siêu thích luôn , nghe mấy má review kinh quá , đi ăn thử đúng là ngon thật chứ d",0,0,0,0,1,1,0,0,0,0,0,0
"phèo không bị hôi hay tanh đâu nha , làm sạch lắm nên ăn thấy cũng yên_tâm , mình ăn từ nhỏ tới giờ cũng không bị gì mà tag",0,0,0,0,1,0,0,0,0,0,0,0
"phở ăn cũng bình_thường mà giá cao quá , được cái ngồi máy_lạnh nên cũng thoải_mái , phục_vụ vui_vẻ , nhanh_nhẹn lại còn được giữ xe miễn_phí .",0,0,1,3,2,0,0,0,0,1,1,0
"phở cuốn giá cái , nem_tai giá đĩa . giá rẻ ăn cũng được , no nữa nhé",0,0,0,1,2,0,0,0,0,0,0,0
phở cuốn ăn lạ lạ tích cựctích cực,0,0,0,0,1,0,0,0,0,0,0,0
"phở cuốn bò thơm ngon đặc_biệt nhiều ra và thịt ăn_không sợ béo lại còn đẹp da , lạ_miệng lắm phở chiên phồng giòn_rụm , nước sốt thơm_phức , ăn vào vấn_vương ngaygọi là có liền tag",0,0,0,0,1,1,0,0,0,0,1,0
"phở cuốn thịt nướng ở đây rất ngon , bánh_phở mỏng , không dày , thịt nướng bên trong ướp đậm_đà , có chút xả nên thơm lắm , rau salad tươi , không bị dập hay héo , nên không ảnh_hưởng đến mùi_vị của món ăn . đặc_biệt nhất vẫn là nước_chấm đậu_phộng đặc_trưng siêu ngon luôn . trong nước_chấm còn có thịt bằm nữa nha . ăn xong ăn nước_chấm lun cũng được . quán ăn gia_đình , bình_dân , ấm_cúng , chủ quán người huế nói_chuyện rất dễ_thương . lên món cũng nhanh nữa .",0,0,0,0,1,1,0,0,0,1,1,0
phở cuốn với các thứ mình thấy có vẻ rẻ rẻ nước_chấm đặc_biệt_tích_cực,0,0,0,1,1,0,0,0,0,0,0,0
"phở đúng chuẩn bắc mà chưa bị nam_hóa , nước_dùng từ xương tủy đậm_đà , quán phở ở đây khá lâu_đời , hoạt_động trên năm rồi . nhân_viên phục_vụ nhanh_nhẹn , lúc_nào cũng tươi_cười , tuy_nhiên giá ở đây hơn giá tô lận , hơi mắc nhưng nếu so với chất_lượng thì cũng đáng thử",1,0,0,3,1,0,0,0,0,0,1,0
"phở hiền nguyễn trãi , nhân_viên hơi chảnh , nước đậu đường không tan đã bỏ đá vào uống lạc tiêu_cực phở ok",0,0,0,0,1,0,0,3,0,0,3,0
"phở khá ngon , nước phở đậm_đà , hấp_dẫn . ở đây có cả cơm_rang , phở xào cũng khá ổn",0,0,0,0,1,1,0,0,0,0,0,0
"phở khô gia lai nhìn y_hệt hủ_tiếu khô , ăn kèm với tô nước_dùng đầy tái , bò viên . hành phi_siêu ngon , ăn kèm với thịt bằm nằm dưới đáy tô . rau , giá , trà đá , g yêu a xe miễn_phí , nhân_viên phục_vụ ok , nhanh_nhẹn thân_thiện . đường phan xích ling địa_chỉ tùm_lum nên cũng hơi khó kiếm , quán nằm khúc gần vạn kiếp .",0,0,0,0,1,1,1,0,0,0,1,3
"phô_mai đậm_đà , thơm ngất_ngây relieved face relieved face relieved face",0,0,0,0,1,0,0,0,0,0,0,0
"phô_mai ở đây làm từ phô_mai con bò cười , cảm_nhận riêng mình thì mình thấy phô_mai rất ngon và thơm mình ăn thì thấy vừa có_thể một_số bạn ăn sẽ thấy phô_mai hơi mặn vì quán có nêm thêm nước_mắm để phô_mai được thơm hơn . hàu tươi và ngọt hoà vào vị mặn của phô_mai nữa nên rất tuyệt",0,0,0,0,1,0,0,0,0,0,0,0
"phở nam ngon nhất mình từng ăn . nước_lèo thơm , đậm_đà khó tả . ăn lần nào cũng húp sạch nước_lèo cả . thịt bò thì mềm , ngọt thịt . đặc_biệt bò vien rất chất_lượng , ăn sực sực rất đã . một tô khá nhiều . bánh_phở ngon . rau tươi . không_gian quán rộng_rãi . thoải_mái . nhân_viên quán đông phục_vụ mau_lẹ . gửi xe fre có thẻ .",0,0,1,0,1,1,0,0,0,1,1,0
"phở này nằm ngay trên đường trần hưng đạo . từng sợi phở đến nước_lèo đều rất đậm_đà . nước_lèo không hề nghe được mùi bột_ngọt mà còn trong_veo . một tô chi có_giá thoi nhưng rất đáng để thử một lần , vậy tại_sao không thử",1,0,0,1,1,1,0,0,0,0,0,1
"phở ở đây cũng khá ngon , phở tái thì ăn ok , nhg mà phở gà với miến gà có vẻ hấp_dẫn hơn . tô khá to , nước_lèo ngọt , hơi_mỡ nha . ai không hảo nhớ dặn lấy nước trong , còn chén tiết thì tuyệt_vời . quán cũng khá là sạch_sẽ . người tầm giá nha . chiến nguyễn",0,0,0,2,1,1,0,0,0,1,0,0
"phở ở đây là nổi_tiếng khỏi bàn rồi ha tương ngon , nước đậm_đà , thịt nhiều giá cũng hơi chát nhưng mà tiền nào của đó thôi . điểm trừ ở đây là nviên không vui_vẻ thân_thiện gì hết , nch với khách như người_ta đi xin_vậy",1,0,0,2,1,1,0,0,0,0,3,0
"phở thất_truyền nghe rất lạ_tai đúng không , ông chủ quán tên minh được truyền lại cho công_thức nấu phở cực ngon . điểm đặc_biệt ở đây là bánh_phở dày , dai . miếng thịt bò thái to bản và mềm x . quẩy cũng rất ngon nữa ạ . quán chỉ bán sáng và tối ạ d",1,0,0,0,1,1,0,0,0,0,0,0
"phở thực_sự không ngon , nước_dùng không ngon , quá nhạt . nước_dùng không ngon , chỉ được_cái tiếng . có_lẽ thích_hợp với khẩu_vị của tây hơn , vì tây không thích đậm_đà vừa_miệng như ng việt tích_cực ăn_không có cảm_giác ngon_miệng gì hết . giá_cả cũng khá cao so với chất_lượng như_vậy .",1,0,0,0,3,3,0,0,0,0,0,0
"phong_trào xiên nướng đồng giá chưa bao_giờ hết hot mình ăn từ lúc nó mới xuất_hiện , tới bây_giờ luôn không bít đã qua biết_bao_nhiêu quán rồi , thì đây là trong những quán mình thấy ok nhất về chất_lượng và khâu ướp . dĩ_nhiên giá nên không đòi_hỏi nhiều , nhưng đồ ăn vẫn còn mới , không bị ôi th yêu như số quán , không bị bở rẹc có_thể do quán đông nên lúc_nào cũng hết hàng . ngoài mấy xiên nướng ăn cho dui thôi thì có thêm mấy món ngoài , đặc_biệt là bò với bạch_tuộc , khá là hài_lòng đó . măm măm xong làm thêm ly lẩu điểm đặc_biệt của quán la bao no , chỉ tiếc là đồ ăn với lẩu không được phong_phú lắm . nhân_viên thì chưa ok , chắc do đông quá nên tụi mình cũng thông_cảm .",1,0,0,1,1,2,0,0,0,0,2,0
"phục_vụ chu_đáo , các món ăn ngon face blowing a kis face blowing a kis",0,0,0,0,1,0,0,0,0,0,1,0
"phu c vu chu đa o , nhiê u thư c uô ng ngon , co thể cho n cỡ va lươ ng đươ ng theo y muô n .",0,0,0,0,0,0,0,1,1,0,1,0
"phục_vụ nhiệt_tình cực dễ_thương ấy . chốc_chốc lại hỏi xem ăn có vừa_miệng không có hài_lòng hay muốn góp_ý gì không nói_chung là khâu phục_vụ ok vì hình_như phục_vụ là người_nhà luôn ấy món bò ngon . nhưng rút kinh_nghiệm làn sau bò chín là tắt_lửa ngay luôn , lần đầu ăn không biết nên để lửa l yêu rồi yêu suốt buổi nên không ăn được nhiều phomai vì bị cháy hết tích cựctích cực hơ hơ",0,0,0,0,1,0,0,0,0,0,1,0
phu c vụ tốt giá sinh_viên,0,0,0,1,0,0,0,0,0,0,1,0
"piza hải_sản miếng giá có phô_mai , thanh cua , mực , tôm . anh chủ quán kiêm lun phục_vụ , đầu_bếp lun . anh dễ_thương , hiền_lành , chu_đáo với khách .",0,0,0,2,0,0,0,0,0,0,1,0
"piza ha quá i siêu nhiê u_thi t dăm bông va phomai , châ t lươ ng nhưng theo mi nh chưa ngon bă ng peperoni , piza hut , . hiê n nay piza home đang co chương tri nh mua tă ng cho ca c nga y trong tuâ n vơ i mô i nga y la mô t loa i piza kha c nhau , điểm cô ng nư a la gia ca kha re so vơ i mă t bă ng chung ca c cư a_ha ng piza kha c , must try_nhe",0,0,0,1,2,1,0,0,0,0,0,0
"plan bên trên là kem . plan ăn tạm được , cơ_mà không béo không thơm chút nào . kem thì không nghe_ra vị gì . chỉ thấy đứa nó kết_hợp thì cũng ra được một_chút lạ_lùng . chế quá nhiều nước cafe , nếu không muốn nói là cafe tràn bờ đê unamused face",0,0,0,0,2,2,0,0,0,0,0,0
"popeyes có chương_trình khuyến_mãi thứ mua tặng . phần combo miếng này là giá giá , nước thì được uống thêm thoải_mái . phục_vụ thì rất là nhiệt_tình luôn mặc_dù rất là đông khách , nói_chung là rất hài_lòng tích_cực .",1,0,0,1,0,0,0,0,1,0,1,0
popeyes là quán gà rán mình thích nhất . gà ngon khoai cũng ngon . thêm điểm cộng vì fre refil nước,1,0,0,0,1,0,0,0,1,0,0,0
"popeyes nô i tiê ng với món gà rán mang hương_vị ca gì un_cay nô ng của vùng louisiana nước mỹmenu đa_dạng , gà rán ăn giòn giòn ngon lắm , không_gian đẹp trẻ_trung . nhân_viên phục_vụ nhanh_nhẹn , nhiệt_tình . ăn hết giá đứa .",1,0,0,2,1,1,0,0,0,1,1,0
quá n này ở tđ bắt_chước cf đen đá làm không ngon đen đá đâu,0,0,0,0,0,0,0,3,0,0,0,0
"quá n nui trong ngõ đối_diện trường c đống đa chắc ai cũng biết tích_cực đúng kiểu nui xào chứ không như bên cô béo chỉ qua_loa xog cho chai sốt cà_chua với ớt tự pvu . ăn từ thời vẫn còn đống sách truyện xung_quanh mà bh quá n sửa có chỗ ngồi rộng_rãi hơn rồi smiling face smiling face smiling face lại còn nhiều món kimbab , tok , soup các kiểu chả_bù hồi xưanui có loại giá giá giá thịt thêm thịt thêm thịt xich đây là suất giá nhé . mình ăn tnay là lưg lửng bụng no rồi ý . trà đào giá cốc to ự tích_cực ôi nhắc lại thèm tích cựctích cựctích cực",1,0,0,1,1,1,1,0,0,1,0,0
"quá chất_lượng so với giá_cả tích_cực light skin tone đùi gà bự , không bị bỡ , thịt gà ăn dai dai",0,0,0,1,1,1,0,0,0,0,0,0
"quá ngon tích_cực hông biết ai sao chứ mình mỗi lần ăn hết cái . thích nhất là nhân mực , nem_chua , và bò . không thích nhân nem nướng . có cải chua với xoài hoặc có_ăn kèm không hề ngán . nước_chấm cũng ngon đậm_đà",0,0,0,0,1,1,0,0,0,0,0,0
"quá ngon luôn nè . một phần cơm hơi ít nhưng được cái là đùi gà ngon cực . cơm hôm_nay mình ăn thì cái màu nó lợt hơn mấy đợt trước , nhưng vẫn ngon . pushpin gà ở đây được xối bằng máy , đúng nghĩa gà xối mỡ luôn . lúc đem ra còn nóng_hổi và thơm cực .",0,0,0,0,1,1,0,0,0,0,0,0
quá ngon luôn o_o,0,0,0,0,1,0,0,0,0,0,0,0
"quá ngon mà giá lại hạt rẻ . quán sạch_sẽ , rộng_rãi . ăn suất bún đậu có_giá no_nê . hôm nào thích ăn suất đầy_đủ có thêm chả cốm , thịt chân_giò , dồi chiên giá thì sao phải đứng lên luôn , phải nói là no căng rún luôn ý . trà đá thì có_giá , sữa đậu ngon tuyệt có_giá đúng là ngon bổ rẻ ý ạ . tích cựctích cựctích cực",0,0,0,1,1,0,1,1,0,1,0,0
quá ngon mà rẻ nửa ấy . sạch_sẽ lại phục_vụ tốt . ngay ngõ vĩnh hồ thái_thịnh,0,0,0,1,1,0,0,0,0,1,1,1
"quá ngon , vị vừa miệg , sẽ ghé nưa , mọi ng ủg hộ quán nha",1,0,0,0,1,0,0,0,0,0,0,0
quá ngon . bò viên cực chất . nước súp thì khỏi bàn . nước súp cực ngon .,0,0,0,0,1,0,0,0,0,0,0,0
quá nhiều mà ngon không_thể nói nước_lèo trong ngọt vì được hầm từ xương tủy ngọt vừa phải thanh phục_vụ lại nhiệt_tình smiling face with smiling eyes smiling face with smiling eyes grining face with smiling eyes grining face with smiling eyes quán thì thoáng mát sạch sẽtích cựctích cựcòn bán nước sâm nhà làm an_toàn sạch_sẽ,0,0,0,0,1,1,0,1,0,1,1,0
quá no cho một buổi sáng smiling face smiling face ợ,1,0,0,0,0,0,0,0,0,0,0,0
"quá rẻ cho bữa ăn luôn . mình viên là giá , chọn đủ loại luôn cho đa_dạng và phong_phú tích_cực . ai ăn_khỏe thì gọi phần viên lun nha , cũng có_giá thôi tích_cực . ở đây không phải ngon xuất_sắc nhưng vẫn chấm được điểm . khoái nhất là nước_chấm , ngon cực . quán đông lắm , nên đi sớm nhé , còn đủ loại để thưởng_thức . cửa_hàng vú heo",1,0,0,1,1,1,0,0,0,0,0,0
"quả rẻ luôn , tô chà_bá mà có_giá , ăn ngay kẻo lỡ tích_cực nước_lèo sệt sệt , nêm vừa_miệng lắm . chả ngon , chả cá và chả cua đều ok hết . có nấm_rơm nữa , qua thích , mình khoái nấm lắm . ngoài_ra còn có huyết , ăn với quẩy nữa nè . nước_chấm thì bình_thường , ăn xong tô này còn sức thì làm thêm vài cái bánh_tráng tag",1,0,0,1,1,1,0,0,0,0,0,0
quá rẻ quá ngon cho nồi lẩu giá,0,0,0,1,1,0,0,0,0,0,0,0
"quá_ư là hấp_dẫn , ghiền rồi tag",0,0,0,0,1,0,0,0,0,0,0,0
"quận trước nhà nguyễn công trứ cửa kéo màu xanh dương bánh_canh tôm giá thêm nguyên dzĩa quẩy có_giá , no mún bịnh nước_lèo ngon sệt đậm_đà thích dzã man . muốn ăn giò , tôm , chả cá hay cua thì cứ dzặn ngta , mix kiểu nào cũng có bánh_canh khá nhiều , con tôm bự , tươi ngon đầu còn gạch . nhìn qa thấy cục giò bự chà_bá , còn ai ăn bánh_canh cua thì chỉ cua thoi há , mà hơi ít . cũng lần đầu ăn vỉa_hè kiểu lấy ghế làm_bàn hay cầm tô húp xì_xụp tích_cực , bị thích_thú mấy chị e cô chủ dễ_thương trùm , thấy bạn chụp hình là kê dĩa quẩy xích lại gần đồ tích_cực . so much fun pez",0,0,0,2,1,1,0,0,0,2,1,2
"qua n ăn gia bi nh dân ma phu c vu râ t ok , tuy kha ch đông nhưng câ n ca i gi go i phu c vu la co ngay , ngoa i ra thi t tôm ngon ngo t ăn ma ghiê n . to m la i la qua n tuyê t vơ i .",1,1,0,0,1,0,0,0,0,0,1,0
"quán ăn này rất ngon nha , mình ăn thích cực_kì , mê nhất là mấy món xào . sườn xào chua_ngọt , bò lúc_lắc , mực xào thơm . ngon tuyệt_vời luôn k . còn lẩu thì đậm_đà , ngon nhất là lẩu thái và lẩu xí quách . nhưng mà xí quách phải tới sớm nha . quán đông lắm , cuối tuần nên đặt bàn . bữa tụi mình đi đông , ăn xong chia ra đứa cỡ giá hơn .",1,0,0,2,1,0,0,0,0,0,0,0
"quán ăn ngon , hương_vị đậm_đà hợp_khẩu_vị đúng gu miền trung , đặc_biệt giá_cả bình_dân . nước_mắm chan cơm bao ngon relieved face relieved face relieved face",0,0,0,1,1,0,0,0,0,0,0,0
"quán bán chủ_yếu là các món gà quay và lẩu gà , món ăn_chơi có khoai_tây chiên và khoai_môn chiên . khoai_môn chiên ăn cũng ngon , chấm với đường và bơ . mình đi có hai người nên chỉ kêu thêm nồi lẩu gà ớt_hiểm , lẩu gà nhiều quá trời so với hai người giá giá , quá rẻ luôn , gồm đầy_đủ bộ_phận con gà như đầu , cánh , đùi và phao_câu . lẩu gà nước_dùng ngon , gà cũng mềm và nước_dùng không cay mặc_dù nhiều ớt nấu với lẩu . quán không_gian nhỏ , không có bàn ngoài_trời nên ngồi trong nhà , bàn nào cũng ăn lẩu nên nóng và hầm , ăn cũng mất ngon đi nhiều",0,0,0,1,3,1,0,0,0,3,0,0
"quán bán đúng chất người tàu , cô chú chủ quán siêu vui_tính và dễ_thương , tuần ghé lần tag",1,0,0,0,0,1,0,0,0,0,1,0
"quán bánh_canh cua giò heo khiến nhiều người phải tìm đến thưởng_thức vì nguyên_liệu tươi ngon và cách nấu phù_hợp_số đông thực_khách . một tô bánh_canh ở đây gồm giò heo với càng ghẹ hay tôm , ghẹ , chả cá đều có_giá . đ . nước_dùng nhuộm màu điều nên hơi đỏ và có độ sánh vừa_phải . sợi bánh_canh là bột gạo pha với bột lọc vừa trong vừa dai . cô chủ dễ gần , niềm_nở , nhân_viên nhiệt_tình , không_gian rộng_rãi , lịch_sự .",1,0,0,2,1,1,0,0,0,1,1,0
"quán bánh_cuốn này thì nổi_tiếng rồi hen , giá thì cao thôi rồi . mình con_gái ăn yếu mà cũng không thấy no . cuốn mỏng , nhân cũng ít , hơi tiếc . nước_mắm pha ngon , chả thì tuyệt_vời luôn mà ít , giá mắc nên không dám gọi nhiều . người ăn với uống nước thôi mà hết giá , hết_hồn .",1,3,0,0,1,3,0,0,0,0,0,0
"quán bò này hơi bị quành tráng , set up này_nọ chi_tiết lắm , cái ly nước cũng có logo quán . khoai ở đây như snack_vậy , ăn cũng ngon . bò ok , miếng to , mềm , patê không bị mặn quá . quán khá đẹp , giá hơi cao chút , khách không quá đông . người tầm giá nha . dương trung hiếu",0,0,0,3,1,0,0,0,0,1,0,0
"quán bò nhưng cá_rô cũng ngon không kém , không hôi dầu và chiên vừa đủ giòn , không khét . tích_cực",0,0,0,0,1,1,0,0,0,0,0,0
"quán chè lâu năm nên nhìn ngoài siêu cũ_kĩ . chè ở đây thanh mát , ngọt dịu nhẹ nên ăn rất thích . chè ở đây không thuộc dạng ngọt nên ăn chủ_yếu cho mát mát . các món ưa_thích của mình là đu_đủ tiềm và đậu_hũ hạnh_nhân ăn siêu lạ_miệng , không ngán . về phục_vụ thì chủ quán lẫn phục_vụ đều dễ mến , hiếu_khách . giá cã bình_dân , tầm giá giá thôi d",0,0,0,1,1,1,0,0,0,3,1,0
"quán chè này khá nổi_tiếng lại gần xịt nhà mình . chè kiểu ng hoa ăn rất vừa_miệng . mình thích nhất là tuyết giáp sữa_tươi , sữa béo ngọt ăn với tuyết giáp mềm mềm khá là thú_vị . nghe đồn tuyết giáp có công_dụng bổ thận , ích tinh , nhuận phổi , dưỡng âm . đặc biết trong thuật dưỡng nhan của phụ_nữ , tuyết giáp còn có công_dụng bồi_bổ khí_huyết , giúp tươi_nhuận làn datích cực",1,0,0,0,1,1,0,0,0,0,0,1
"qua n chi ha liên , giá va tương đô i tươm tâ t",1,2,0,0,0,0,0,0,0,0,0,0
"quán chỗ này khi xưa là vỉa_hè , giờ nâng_cấp thành máy_lạnh . sushi ở đây ngon mà giá_cả phải_chăng , không đắt như mấy quán khác , không_những thế , quán này có giao hàng đi_nữa , nên nhiều khi lười chỉ cần alo là được , đồ ăn khi giao hàng tới vẫn nóng_hổi . chị chủ quán nhiệt_tình và vui_vẻ lắm . trung_bình_giá ngườicredit xuân_diệu",0,0,0,1,1,0,0,0,0,1,1,0
"quán chủ_yếu bán xiên que nhưng có thêm vài món mới hấp_dẫn lạ lạ sẵn tiện share với các chế nè tích_cực miếng khô , sợi miếng mềm mềm dai , ít rau cải cà_rốt luột , ít mè , thêm vài sợi trứng chiên thơm béo , vài lát thịt bò mềm thấm gia_vị vừa ăn , tất_cả trộn chung vào ăn khá hấp_dẫn , lại lạ_miệng nếu nhạt thì có_thể châm thêm tí nước tương cho vừa_miệng . quán rộng có lầu nữa , nhân_viên đông nên phục_vụ nhanh_nhẹn . phải đến thưởng_thức vài món mới nữa thôi , tòm mò quá à hí hí",1,0,0,0,1,1,0,0,0,1,1,0
"quán chuyên bạch_tuộc cơ_mà ốc cũng tươi ngon lắm ợ . ,",0,0,0,0,1,0,0,0,0,0,0,0
"quán chuyên bán bún riêu , bún mì xào với hương_vị cực_kì đặc_biệt . giá_cả chỉ giá với tô cực khủng . phục_vụ nhiệt_tình , chu_đáo , coa chỗ để xe . địa_chỉ , cmt , p , tân bình , hcm",0,0,1,1,1,0,0,0,0,0,1,2
"quán chuyên mấy món về đậu hủ , có đậu hủ nóng và lạnh , cho toping đủ loại , tha_hồ lựa_chọn . giá hơi cao chút nhưng ngon , đậu hủ thơm và mịn . nước dừa không bị chua và thơm . quán sáng_sủa , nhân_viên nhanh_nhẹn , gửi xe fre . nằm ngay khu quận nên rất dễ kiếm . ngoài_ra quán có mấy món ăn vặt nữa . nhưng mình thấy ngon nhất là món bánh_tráng trộn , ngon cực_kì luôn nha .",0,0,1,2,1,1,0,1,0,1,1,1
